Num,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
508,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
509,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
510,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
511,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
512,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
513,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
514,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
515,Girl,11月15日,School,Government,No,No,High,Poor,Mobile Data,2G,1月3日,No,Mobile,Low
516,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
517,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
518,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,Yes,Computer,High
519,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
520,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
521,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
522,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
523,Boy,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
524,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Mobile,Moderate
525,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
526,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
527,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
528,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
529,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
530,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
531,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
532,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
533,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
534,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
535,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
536,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Computer,Moderate
537,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
538,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
539,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
540,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
541,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
542,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
543,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
544,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
545,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
546,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
547,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,High
548,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
549,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
550,Boy,26-30,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,1月3日,Yes,Computer,Moderate
551,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
552,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
553,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
554,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
555,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Computer,Moderate
556,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
557,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
558,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,2G,3月6日,No,Mobile,Moderate
559,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
560,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
561,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,High
562,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
563,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
564,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
565,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
566,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,No,Computer,Moderate
567,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
568,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
569,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
570,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3月6日,No,Mobile,Moderate
571,Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
572,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,Moderate
573,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
574,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
575,Girl,16-20,College,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
576,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
577,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
578,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
579,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Mobile,Moderate
580,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
581,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Computer,Low
582,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Low
583,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,1月3日,No,Mobile,Low
584,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
585,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Computer,High
586,Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,3月6日,Yes,Tab,Low
587,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
588,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
589,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Mobile,Low
590,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
591,Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,Moderate
592,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
593,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,No,Computer,High
594,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Computer,Low
595,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
596,Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,4G,0,No,Mobile,Low
597,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Moderate
598,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
599,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
600,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
601,Girl,1月5日,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,Yes,Mobile,Low
602,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
603,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Tab,Moderate
604,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
605,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
606,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
607,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,High
608,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
609,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
610,Boy,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
611,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
612,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
613,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
614,Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
615,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
616,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,High
617,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
618,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
619,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
620,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,High
621,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
622,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
623,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
624,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
625,Boy,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
626,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Computer,Low
627,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
628,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,High
629,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,High
630,Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
631,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
632,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
633,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
634,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
635,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
636,Boy,11月15日,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
637,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
638,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
639,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
640,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
641,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,No,Mobile,High
642,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
643,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
644,Girl,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
645,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
646,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
647,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
648,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
649,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
650,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
651,Girl,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
652,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
653,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
654,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
655,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,3月6日,Yes,Computer,Low
656,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,Moderate
657,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,High
658,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
659,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
660,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
661,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
662,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
663,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
664,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
665,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
666,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
667,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
668,Girl,11月15日,School,Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
669,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
670,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,Moderate
671,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
672,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
673,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
674,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
675,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
676,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
677,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Computer,Moderate
678,Boy,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
679,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
680,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
681,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Low
682,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,High
683,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
684,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Moderate
685,Boy,11月15日,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
686,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
687,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
688,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Mobile,Low
689,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
690,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
691,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
692,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
693,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
694,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
695,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Low
696,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3月6日,No,Mobile,Moderate
697,Girl,6月10日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
698,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Computer,Low
699,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
700,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
701,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
702,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
703,Girl,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
704,Girl,1月5日,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,Yes,Mobile,Low
705,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
706,Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,1月3日,Yes,Computer,Moderate
707,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
708,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
709,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
710,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
711,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
712,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
713,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Low
714,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
715,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
716,Girl,11月15日,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
717,Girl,11月15日,School,Non Government,No,Yes,Low,Rich,Wifi,3G,1月3日,No,Mobile,High
718,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
719,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
720,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
721,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
722,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
723,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
724,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
725,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
726,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
727,Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
728,Girl,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
729,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
730,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
731,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Mobile,Moderate
732,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
733,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
734,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
735,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
736,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
737,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
738,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
739,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
740,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
741,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Tab,Moderate
742,Boy,11月15日,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
743,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
744,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
745,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
746,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
747,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
748,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
749,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
750,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
751,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
752,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
753,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
754,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
755,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,2G,3月6日,No,Mobile,Moderate
756,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
757,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Computer,Moderate
758,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Low
759,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
760,Boy,21-25,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
761,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
762,Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
